establishment,highlights,count,mean,std,min,max,25%,50%,75%
Quick Bites,Wifi,1215.0,3.920246913580247,0.5287468679347852,0.0,4.7,3.8,4.0,4.2
Quick Bites,Serves Alcohol,133.0,3.666917293233083,0.8663509160694851,0.0,4.7,3.4,3.9,4.1
Quick Bites,Paid Wifi,0.0,,,,,,,
Quick Bites,Free Wifi,457.0,3.7658643326039387,0.8132772713844189,0.0,4.6,3.5,3.9,4.2
Quick Bites,Board Games,43.0,4.12093023255814,0.464223950231989,2.3,4.6,4.0,4.0,4.5
Quick Bites,Kid Friendly,662.0,4.023867069486405,0.42309088929961974,0.0,4.6,3.8,4.1,4.2
Quick Bites,Dark Kitchen,0.0,,,,,,,
Quick Bites,Air Conditioned,20677.0,3.737229772210669,0.7754354152691495,0.0,4.8,3.6,3.9,4.1
Quick Bites,Brunch,441.0,3.5367346938775506,1.1910508137003755,0.0,4.8,3.4,3.8,4.1
Quick Bites,Subscription Available,0.0,,,,,,,
Quick Bites,Breakfast,14326.0,3.002568756107776,1.5303556823397217,0.0,4.9,3.0,3.6,4.0
Quick Bites,No Alcohol Available,30563.0,3.410836632529529,1.218320048336047,0.0,4.9,3.3,3.8,4.1
Quick Bites,Bira 91 Beer,0.0,,,,,,,
Quick Bites,Gin Bar,0.0,,,,,,,
Quick Bites,City View,26.0,2.876923076923077,2.146682592710472,0.0,4.5,0.0,4.5,4.5
Quick Bites,Live Music,193.0,3.6989637305699485,0.8514075134070702,0.0,4.6,3.5,3.9,4.2
Quick Bites,Halal,2601.0,3.548250672818147,0.8371642933511003,0.0,4.8,3.4,3.8,3.9
Quick Bites,Group Meal,332.0,4.067168674698795,0.3713783363954575,2.7,4.6,3.8,4.2,4.3
Quick Bites,Available for Functions,107.0,3.7934579439252323,0.2855881148223926,3.2,4.3,3.8,3.9,4.0
Quick Bites,Drive Thru,585.0,3.79042735042735,1.0179101552603647,0.0,4.8,3.8,4.0,4.3
Quick Bites,Keto Options,21.0,4.295238095238095,0.27472930399975626,3.8,4.5,4.0,4.5,4.5
Quick Bites,4/5 Star,3.0,2.6,2.2516660498395407,0.0,3.9,1.95,3.9,3.9
Quick Bites,Drive in,98.0,3.9265306122448975,0.3141183112876727,2.5,4.5,3.9,3.9,4.2
Quick Bites,Ticket Restaurant,164.0,3.7969512195121955,0.3120137995390558,2.5,4.3,3.6,3.8,3.925
Quick Bites,Serves Jain Food,378.0,3.698941798941799,1.0322384020271513,0.0,4.5,3.7,4.0,4.2
Quick Bites,Live Entertainment,53.0,3.858490566037736,0.4115794914641694,3.0,4.4,3.4,3.9,4.2
Quick Bites,No Seating Available,2955.0,3.168832487309644,1.4050493467917216,0.0,4.9,3.1,3.6,4.0
Quick Bites,Luxury Dining,4.0,2.6,0.0,2.6,2.6,2.6,2.6,2.6
Quick Bites,Pure Veg,15331.0,3.4740460504859434,1.1729057733939325,0.0,4.9,3.4,3.8,4.1
Quick Bites,Outdoor Seating,6876.0,3.5421756835369402,1.0381584431026658,0.0,4.8,3.4,3.8,4.1
Quick Bites,Card Upon Delivery,98.0,3.6520408163265317,0.4262591031979499,2.5,4.2,3.3,3.75,3.9
Quick Bites,Home Baker,18.0,3.438888888888889,1.5945269956539718,0.0,4.2,3.9749999999999996,4.2,4.2
Quick Bites,Romantic Dining,0.0,,,,,,,
Quick Bites,Nightlife,57.0,2.7052631578947373,1.5206226465111938,0.0,4.3,2.9,3.3,3.6
Quick Bites,Pool Table,2.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0
Quick Bites,Axis Bank - Dining Delights,603.0,3.916252072968491,0.3167020925466653,2.1,4.6,3.8,3.9,4.1
Quick Bites,Rooftop,418.0,3.5648325358851674,1.02322319329821,0.0,4.4,3.7,3.9,4.0
Quick Bites,Bulk Orders Accepted,31.0,4.074193548387098,0.23800243967304743,3.9,4.5,3.9,4.0,4.0
Quick Bites,Cash,61847.0,3.3836790790175755,1.217071579253372,0.0,4.9,3.3,3.8,4.0
Quick Bites,Dinner,56654.0,3.404102093409115,1.2002344944830494,0.0,4.9,3.3,3.8,4.0
Quick Bites,Vegan Options,227.0,4.100440528634361,0.4158898975038189,2.9,4.7,3.8,4.0,4.6
Quick Bites,Desserts and Bakes,1994.0,3.6676028084252756,0.9246762472779956,0.0,4.8,3.4,3.9,4.2
Quick Bites,Sodexo,567.0,3.749911816578483,0.4100277840944193,0.0,4.6,3.6,3.8,4.0
Quick Bites,Lunch,55572.0,3.4004714604477075,1.2045400046648944,0.0,4.9,3.3,3.8,4.0
Quick Bites,Table booking for Groups,268.0,4.06455223880597,0.42818861690020327,0.0,4.5,3.9,4.2,4.275
Quick Bites,Karaoke,3.0,3.8333333333333335,0.115470053837925,3.7,3.9,3.8,3.9,3.9
Quick Bites,Craft Beer,0.0,,,,,,,
Quick Bites,Pet Friendly,34.0,3.838235294117647,0.5630085342387523,2.5,4.6,3.2,3.9,4.2
Quick Bites,Wine,15.0,2.766666666666666,1.7839229109972639,0.0,4.3,1.5,3.7,4.1
Quick Bites,Dance Floor,49.0,3.8489795918367347,1.063822206515182,0.0,4.3,4.2,4.2,4.3
Quick Bites,Beer,29.0,3.4103448275862065,1.259065647779622,0.0,4.3,3.7,3.9,3.9
Quick Bites,Standing Tables,523.0,3.216252390057362,1.4535673218553493,0.0,4.8,3.1,3.8,4.2
Quick Bites,Couple Entry Only,0.0,,,,,,,
Quick Bites,Wheelchair Accessible,699.0,3.904721030042918,0.5884933175618763,0.0,4.8,3.8,4.0,4.2
Quick Bites,BYOB,0.0,,,,,,,
Quick Bites,Table booking not available,308.0,3.99025974025974,0.45376018297196,0.0,4.7,4.0,4.0,4.1
Quick Bites,Live Sports Screening,191.0,4.029319371727748,0.6092955877522338,0.0,4.7,3.9,4.2,4.2
Quick Bites,Hookah,6.0,3.016666666666667,0.2786873995477132,2.8,3.5,2.8,2.95,3.1
Quick Bites,Lunch Menu,146.0,3.752739726027397,0.6611583571048464,0.0,4.5,3.2,3.9,4.2
Quick Bites,Mall Parking,1567.0,3.7786215698787493,0.5494184912598725,0.0,4.6,3.7,3.9,4.1
Quick Bites,Fullbar,138.0,2.5898550724637683,1.6276035787315133,0.0,4.7,0.0,3.2,3.875
Quick Bites,Sports TV,111.0,3.981981981981981,0.27967455053660906,3.2,4.2,3.8,4.2,4.2
Quick Bites,Valet Parking Available,139.0,3.949640287769784,0.6183632088629457,0.0,4.5,3.9,4.2,4.2
Quick Bites,Speakeasy,0.0,,,,,,,
Quick Bites,Gastro Pub,0.0,,,,,,,
Quick Bites,Credit Card,24341.0,3.6972063596401132,0.8388308673458206,0.0,4.8,3.6,3.9,4.1
Quick Bites,Celebrity Frequented,0.0,,,,,,,
Quick Bites,Sneakpeek,86.0,4.07906976744186,0.23218465221090354,3.5,4.6,3.925,4.1,4.2
Quick Bites,All Day Breakfast,490.0,3.5418367346938777,1.1018225716624699,0.0,4.5,3.3,3.8,4.2
Quick Bites,Wine Tasting,0.0,,,,,,,
Quick Bites,LGBTQIA Friendly,0.0,,,,,,,
Quick Bites,Free Parking,9373.0,3.591198122266084,0.9901749439687751,0.0,4.8,3.5,3.8,4.1
Casual Dining,,313.0,2.4971246006389776,1.5939060754554009,0.0,4.3,0.0,3.2,3.6
Casual Dining,Above 18 Only,393.0,3.819847328244275,1.0268899833265315,0.0,4.7,3.7,4.1,4.4
Casual Dining,Table reservation required,2025.0,4.05279012345679,0.6596826461096995,0.0,4.9,3.9,4.2,4.4
Casual Dining,Resto Bar,679.0,4.125625920471281,0.550106062425337,0.0,4.9,3.8,4.3,4.5
Casual Dining,Debit Card,44447.0,3.760123292910657,0.9774900075003158,0.0,4.9,3.6,4.0,4.3
Casual Dining,Restricted Entry,488.0,4.215983606557378,0.4774490047032243,0.0,4.8,4.2,4.2,4.3
Casual Dining,Indoor Seating,56801.0,3.677785602366155,1.046983677861743,0.0,4.9,3.5,3.9,4.2
Casual Dining,Delivery,31313.0,3.861207805064989,0.7157288540820107,0.0,4.9,3.7,4.0,4.2
Casual Dining,Variable Menu,106.0,4.279245283018868,0.6100299728986117,3.1,4.9,3.8,4.7,4.8
Casual Dining,Seaview,369.0,4.017615176151762,0.6077745876015845,0.0,4.8,3.8,3.9,4.4
Casual Dining,Disabled Friendly,530.0,4.138113207547169,0.5223368192606066,0.0,4.9,4.0,4.2,4.4
Casual Dining,Takeaway Available,51812.0,3.677327646105149,1.0338618162397941,0.0,4.9,3.5,3.9,4.2
Casual Dining,Seaside,202.0,4.0554455445544555,0.575274150093779,2.1,4.8,3.8,4.1,4.5
Casual Dining,Private Dining Area Available,1536.0,4.066145833333334,0.6225405463206766,0.0,4.8,3.9,4.2,4.3
Casual Dining,Gaming Area,55.0,3.543636363636362,0.9221078181442929,0.0,4.2,3.5,3.7,4.1
Casual Dining,Entry Fee,72.0,3.866666666666667,0.35484573120969976,3.3,4.3,3.7,4.0,4.0
Casual Dining,Serves Cocktails,1736.0,4.0834677419354835,0.6710804760227161,0.0,4.9,3.9,4.2,4.4
Casual Dining,Catering Available,992.0,4.027822580645161,0.67605140805354,0.0,4.9,3.9,4.1,4.3
Casual Dining,Digital Payments Accepted,14479.0,3.781020788728503,0.8894076884332266,0.0,4.9,3.6,4.0,4.2
Casual Dining,Pre-Ordering Required,32.0,3.775,0.42426406871192845,2.7,4.3,3.6,3.6,4.2
Casual Dining,Table booking recommended,16155.0,4.025911482513154,0.7124007027380073,0.0,4.9,3.9,4.1,4.4
Casual Dining,Smoking Area,7645.0,4.0074296926095485,0.817766002044545,0.0,4.9,3.9,4.2,4.4
Casual Dining,Table Reservation Not Required,10248.0,3.291090944574551,1.3397146077204352,0.0,4.9,3.2,3.7,4.1
Casual Dining,Alipay Accepted,10.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
Casual Dining,Buffet,4858.0,4.068587896253603,0.8498042639348867,0.0,4.9,3.9,4.2,4.5
Casual Dining,Members Only,1.0,3.3,,3.3,3.3,3.3,3.3,3.3
Casual Dining,Subscription Required,0.0,,,,,,,
Casual Dining,Unlimited Pizza,55.0,4.243636363636363,0.7073067427098574,2.1,4.7,4.5,4.5,4.55
Casual Dining,Poolside,112.0,3.2767857142857144,1.2715870868460875,0.0,4.3,3.0,3.7,4.025
Casual Dining,DJ,1428.0,4.131862745098039,0.5048886762461298,0.0,4.9,3.8,4.2,4.4
Casual Dining,Gluten Free Options,249.0,4.150200803212852,0.7662815797834901,0.0,4.8,4.1,4.3,4.5
Casual Dining,Self Service,110.0,3.728181818181819,0.5423583936746296,0.0,4.3,3.5,3.9,4.0
Casual Dining,Wifi,7202.0,4.090974729241877,0.6103119508273571,0.0,4.9,3.9,4.2,4.4
Casual Dining,Serves Alcohol,7840.0,4.027142857142857,0.7305171546087752,0.0,4.9,3.9,4.2,4.4
Casual Dining,Paid Wifi,29.0,4.106896551724139,0.33798883591321555,3.5,4.4,3.7,4.4,4.4
Casual Dining,Free Wifi,2647.0,4.035700793350963,0.8158613445744313,0.0,4.9,3.9,4.2,4.5
Casual Dining,Board Games,205.0,4.036585365853658,0.5630606563470479,0.0,4.4,4.0,4.1,4.3
Casual Dining,Kid Friendly,2816.0,4.1746448863636365,0.546192909559814,0.0,4.9,4.0,4.2,4.5
Casual Dining,Dark Kitchen,0.0,,,,,,,
Casual Dining,Air Conditioned,40893.0,3.8414154011689043,0.8490524849440574,0.0,4.9,3.7,4.0,4.3
Casual Dining,Brunch,2293.0,3.7755342346271257,1.0624516148643326,0.0,4.9,3.7,4.1,4.4
Casual Dining,Subscription Available,0.0,,,,,,,
Casual Dining,Breakfast,15582.0,3.209786933641381,1.3883387901194792,0.0,4.9,3.2,3.7,4.1
Casual Dining,No Alcohol Available,15205.0,3.884787898717527,0.7616538002979943,0.0,4.9,3.8,4.0,4.2
Casual Dining,Bira 91 Beer,1.0,3.8,,3.8,3.8,3.8,3.8,3.8
Casual Dining,Gin Bar,29.0,3.475862068965518,1.4404005326926537,0.0,4.2,3.5,4.2,4.2
Casual Dining,City View,480.0,3.893333333333333,1.1476022627091176,0.0,4.9,3.8,4.2,4.5
Casual Dining,Live Music,3359.0,4.057695742780589,0.7520467535666024,0.0,4.9,3.9,4.2,4.5
Casual Dining,Halal,870.0,3.881724137931034,0.9461443858319489,0.0,4.9,3.7,4.1,4.4
Casual Dining,Group Meal,1057.0,4.071996215704825,0.5801899244820734,0.0,4.8,3.9,4.1,4.4
Casual Dining,Available for Functions,716.0,4.037569832402235,0.7336272290479214,0.0,4.9,3.8,4.1,4.324999999999999
Casual Dining,Drive Thru,141.0,4.080851063829786,0.4841656879352978,3.0,4.7,3.9,4.1,4.4
Casual Dining,Keto Options,115.0,4.164347826086956,0.3120929079920222,3.3,4.8,4.0,4.1,4.5
Casual Dining,4/5 Star,426.0,3.746244131455399,0.8097915354261441,0.0,4.9,3.4,3.9,4.2
Casual Dining,Drive in,190.0,4.133157894736842,0.4738735195212757,3.0,4.7,3.9,4.1,4.6
Casual Dining,Ticket Restaurant,243.0,4.101646090534979,0.43522266346377714,2.1,4.8,3.9,4.1,4.4
Casual Dining,Serves Jain Food,1685.0,4.145103857566766,0.5524680678990015,0.0,4.9,4.0,4.2,4.5
Casual Dining,Live Entertainment,1482.0,4.146896086369771,0.386076650785527,0.0,4.9,3.8,4.2,4.5
Casual Dining,No Seating Available,66.0,2.2909090909090906,1.7358418283780506,0.0,4.2,0.0,3.1,3.8
Casual Dining,Luxury Dining,153.0,3.930718954248366,0.7701060287347684,0.0,4.9,3.9,4.0,4.3
Casual Dining,Pure Veg,12340.0,3.7167990275526743,0.9434847698548599,0.0,4.9,3.5,3.9,4.2
Casual Dining,Outdoor Seating,10317.0,3.900630028108946,0.8493665902171412,0.0,4.9,3.8,4.1,4.3
Casual Dining,Card Upon Delivery,208.0,4.112019230769231,0.2286269869138356,3.2,4.5,4.0,4.1,4.2
Casual Dining,Home Baker,5.0,3.3,0.0,3.3,3.3,3.3,3.3,3.3
Casual Dining,Romantic Dining,247.0,4.2732793522267185,0.3233692276909863,2.5,4.9,4.1,4.3,4.5
Casual Dining,Nightlife,3022.0,4.044010589013898,0.6662245948215719,0.0,4.9,3.8,4.2,4.4
Casual Dining,Pool Table,114.0,3.8289473684210518,0.43491911244913634,2.8,4.4,3.4,3.9,4.2
Casual Dining,Axis Bank - Dining Delights,2416.0,4.008195364238411,0.4694376759371438,0.0,4.8,3.9,4.1,4.3
Casual Dining,Rooftop,2844.0,3.8652953586497882,0.9176321537380586,0.0,4.9,3.8,4.1,4.4
Casual Dining,Bulk Orders Accepted,20.0,4.3149999999999995,0.5687243342965487,3.2,4.8,3.7749999999999995,4.8,4.8
Casual Dining,Cash,57611.0,3.671227716929059,1.0569830208983055,0.0,4.9,3.5,3.9,4.2
Casual Dining,Dinner,58503.0,3.6826367878570334,1.0395602380405913,0.0,4.9,3.5,3.9,4.2
Casual Dining,Vegan Options,965.0,4.111917098445596,0.5676560174225704,0.0,4.8,3.9,4.2,4.4
Casual Dining,Desserts and Bakes,2687.0,3.987085969482694,0.6911260420030965,0.0,4.9,3.8,4.1,4.3
Casual Dining,Sodexo,596.0,4.038255033557047,0.496352722975177,2.0,4.9,3.9,4.1,4.2250000000000005
Casual Dining,Lunch,57631.0,3.680723915948014,1.0413759784432737,0.0,4.9,3.5,3.9,4.2
Casual Dining,Table booking for Groups,684.0,4.018128654970759,0.6130537114447616,0.0,4.7,3.8,4.1,4.4
Casual Dining,Karaoke,561.0,3.87843137254902,0.8878837395819373,0.0,4.7,3.8,4.0,4.3
Casual Dining,Craft Beer,97.0,4.265979381443299,0.2805822064394797,3.6,4.7,4.3,4.3,4.3
Casual Dining,Pet Friendly,479.0,4.048851774530271,0.339075991766523,2.7,4.8,3.8,4.0,4.3
Casual Dining,Wine,1562.0,4.059667093469911,0.726085318059968,0.0,4.9,3.9,4.2,4.4
Casual Dining,Dance Floor,578.0,3.9460207612456752,0.7052856246891612,0.0,4.9,3.8,4.0,4.3
Casual Dining,Beer,1846.0,4.046695557963164,0.6952392670369836,0.0,4.9,3.9,4.2,4.4
Casual Dining,Standing Tables,65.0,3.886153846153846,0.5349874189750058,3.0,4.3,3.5,4.3,4.3
Casual Dining,Couple Entry Only,21.0,3.9714285714285715,1.6673760395132398,0.0,4.7,4.3,4.7,4.7
Casual Dining,Wheelchair Accessible,2862.0,4.188434661076171,0.4788235565955312,0.0,4.9,4.0,4.3,4.5
Casual Dining,BYOB,1.0,4.0,,4.0,4.0,4.0,4.0,4.0
Casual Dining,Table booking not available,848.0,3.6824292452830187,0.9525633073407729,0.0,4.9,3.6,3.9,4.1
Casual Dining,Live Sports Screening,5369.0,4.189159992549823,0.43750007697814947,0.0,4.9,4.0,4.2,4.5
Casual Dining,Hookah,427.0,4.041451990632318,0.697945172802983,0.0,4.9,3.9,4.2,4.3
Casual Dining,Lunch Menu,478.0,4.0995815899581585,0.5530929164720471,0.0,4.9,3.8249999999999997,4.2,4.5
Casual Dining,Mall Parking,2061.0,4.2472586123241145,0.5437361810138354,0.0,4.9,4.0,4.3,4.7
Casual Dining,Fullbar,10058.0,3.998767150526944,0.8019282166987572,0.0,4.9,3.8,4.2,4.4
Casual Dining,Sports TV,511.0,4.093737769080234,0.37942154336660894,0.0,4.6,3.8,4.1,4.4
Casual Dining,Valet Parking Available,6421.0,4.204859056221773,0.49079508217409257,0.0,4.9,4.0,4.2,4.5
Casual Dining,Speakeasy,0.0,,,,,,,
Casual Dining,Gastro Pub,118.0,4.27542372881356,0.3786924062843486,3.7,4.8,3.8,4.5,4.6
Casual Dining,Credit Card,47697.0,3.777375935593434,0.9500712420993137,0.0,4.9,3.6,4.0,4.3
Casual Dining,Celebrity Frequented,19.0,4.342105263157895,0.14265650070355196,3.9,4.4,4.4,4.4,4.4
Casual Dining,Sneakpeek,796.0,4.33856783919598,0.3107426028136074,3.0,4.9,4.2,4.4,4.6
Casual Dining,All Day Breakfast,1533.0,3.7011089367253747,1.0013398709132963,0.0,4.8,3.5,4.0,4.2
Casual Dining,Wine Tasting,26.0,3.407692307692308,1.0229068684579559,0.0,3.9,3.7,3.8,3.8
Casual Dining,LGBTQIA Friendly,49.0,4.018367346938775,1.0898534820079708,0.0,4.9,4.0,4.2,4.4
Casual Dining,Free Parking,5084.0,4.017545239968529,0.597995695616747,0.0,4.9,3.8,4.1,4.3
Bakery,,95.0,1.2021052631578948,1.6339469865204435,0.0,3.7,0.0,0.0,3.1
Bakery,Above 18 Only,1.0,3.7,,3.7,3.7,3.7,3.7,3.7
Bakery,Table reservation required,10.0,4.2299999999999995,0.22135943621178647,3.6,4.3,4.3,4.3,4.3
Bakery,Resto Bar,0.0,,,,,,,
Bakery,Debit Card,3312.0,3.3480676328502414,1.256212304720196,0.0,4.9,3.3,3.7,4.1
Bakery,Restricted Entry,4.0,3.75,0.05773502691896237,3.7,3.8,3.7,3.75,3.8
Bakery,Indoor Seating,4890.0,2.9473210633946834,1.5338780054877432,0.0,4.9,3.0,3.5,4.0
Bakery,Delivery,3384.0,3.3036347517730498,1.2136850578357274,0.0,4.9,3.2,3.6,4.0
Bakery,Variable Menu,1.0,3.7,,3.7,3.7,3.7,3.7,3.7
Bakery,Seaview,0.0,,,,,,,
Bakery,Disabled Friendly,20.0,3.6000000000000005,0.22478059477960663,3.0,3.7,3.7,3.7,3.7
Bakery,Takeaway Available,7239.0,2.861707418151678,1.5496902370911319,0.0,4.9,2.9,3.4,3.9
Bakery,Seaside,0.0,,,,,,,
Bakery,Private Dining Area Available,0.0,,,,,,,
Bakery,Gaming Area,0.0,,,,,,,
Bakery,Entry Fee,1.0,3.4,,3.4,3.4,3.4,3.4,3.4
Bakery,Serves Cocktails,0.0,,,,,,,
Bakery,Catering Available,49.0,3.5428571428571427,0.3347884904433445,2.5,3.8,3.5,3.7,3.7
Bakery,Digital Payments Accepted,2163.0,3.0599630143319465,1.3412775050422807,0.0,4.9,3.1,3.5,3.8
Bakery,Pre-Ordering Required,718.0,3.323259052924791,1.2958476619277086,0.0,4.9,3.2,3.7,4.0
Bakery,Table booking recommended,81.0,3.9333333333333336,0.4245585943070756,2.5,4.5,3.8,4.0,4.2
Bakery,Smoking Area,87.0,4.224137931034483,0.4187371705056902,2.7,4.7,4.1,4.2,4.7
Bakery,Table Reservation Not Required,135.0,3.1940740740740745,1.4488679555711899,0.0,4.6,3.3,3.5,4.1
Bakery,Alipay Accepted,0.0,,,,,,,
Bakery,Buffet,1.0,3.1,,3.1,3.1,3.1,3.1,3.1
Bakery,Members Only,0.0,,,,,,,
Bakery,Subscription Required,0.0,,,,,,,
Bakery,Unlimited Pizza,0.0,,,,,,,
Bakery,Poolside,0.0,,,,,,,
Bakery,DJ,0.0,,,,,,,
Bakery,Gluten Free Options,87.0,3.425287356321838,1.3568275576201083,0.0,4.4,3.6,3.9,4.2
Bakery,Self Service,78.0,3.830769230769232,0.4556450236888224,2.6,4.5,3.625,3.95,4.1
Bakery,Wifi,112.0,3.900000000000001,0.5409367916980806,0.0,4.4,3.7,4.0,4.2
Bakery,Serves Alcohol,2.0,1.85,2.616295090390226,0.0,3.7,0.925,1.85,2.7750000000000004
Bakery,Paid Wifi,1.0,3.7,,3.7,3.7,3.7,3.7,3.7
Bakery,Free Wifi,191.0,3.350785340314136,1.4548962382950252,0.0,4.7,3.3,3.7,4.5
Bakery,Board Games,6.0,4.2,0.0,4.2,4.2,4.2,4.2,4.2
Bakery,Kid Friendly,56.0,4.014285714285714,0.3699771842737291,3.2,4.5,3.7749999999999995,4.05,4.3
Bakery,Dark Kitchen,6.0,2.3,0.10954451150103307,2.2,2.4,2.2,2.3,2.4
Bakery,Air Conditioned,3091.0,3.44723390488515,1.133494731971314,0.0,4.9,3.3,3.7,4.1
Bakery,Brunch,29.0,1.7758620689655173,1.891457331646269,0.0,4.2,0.0,0.0,3.4
Bakery,Subscription Available,0.0,,,,,,,
Bakery,Breakfast,1165.0,3.4032618025751074,1.2531292806870744,0.0,4.7,3.3,3.7,4.2
Bakery,No Alcohol Available,2284.0,3.2224605954465853,1.3586048619913518,0.0,4.9,3.2,3.6,4.0
Bakery,Bira 91 Beer,0.0,,,,,,,
Bakery,Gin Bar,0.0,,,,,,,
Bakery,City View,1.0,3.7,,3.7,3.7,3.7,3.7,3.7
Bakery,Live Music,19.0,2.8263157894736843,1.9832190738132895,0.0,4.2,0.0,4.2,4.2
Bakery,Halal,5.0,3.5799999999999996,0.08366600265340762,3.5,3.7,3.5,3.6,3.6
Bakery,Group Meal,5.0,2.92,1.6754103974847474,0.0,3.9,3.0,3.8,3.9
Bakery,Available for Functions,3.0,3.466666666666667,0.05773502691896263,3.4,3.5,3.45,3.5,3.5
Bakery,Drive Thru,16.0,3.78125,1.0502182312897321,0.0,4.2,3.8,4.2,4.2
Bakery,Keto Options,1.0,3.9,,3.9,3.9,3.9,3.9,3.9
Bakery,4/5 Star,25.0,1.88,2.0217566619155733,0.0,4.4,0.0,0.0,3.7
Bakery,Drive in,2.0,3.5,0.0,3.5,3.5,3.5,3.5,3.5
Bakery,Ticket Restaurant,3.0,3.8000000000000003,0.17320508075688762,3.6,3.9,3.75,3.9,3.9
Bakery,Serves Jain Food,20.0,4.120000000000001,0.1989445836619361,3.4,4.2,4.2,4.2,4.2
Bakery,Live Entertainment,2.0,3.5,0.0,3.5,3.5,3.5,3.5,3.5
Bakery,No Seating Available,2381.0,2.6203695926081476,1.6111510154036917,0.0,4.9,0.0,3.3,3.8
Bakery,Luxury Dining,0.0,,,,,,,
Bakery,Pure Veg,1169.0,3.325149700598802,1.1496055751546739,0.0,4.7,3.2,3.6,3.9
Bakery,Outdoor Seating,529.0,3.3756143667296787,1.3673239079264083,0.0,4.9,3.2,3.8,4.2
Bakery,Card Upon Delivery,3.0,3.4,0.17320508075688762,3.2,3.5,3.35,3.5,3.5
Bakery,Home Baker,416.0,2.7987980769230774,1.7323494729638764,0.0,4.6,0.0,3.6500000000000004,4.1
Bakery,Romantic Dining,0.0,,,,,,,
Bakery,Nightlife,17.0,4.223529411764707,0.49815837311630373,2.9,4.4,4.4,4.4,4.4
Bakery,Pool Table,0.0,,,,,,,
Bakery,Axis Bank - Dining Delights,32.0,3.4,0.929099459935056,0.0,4.1,3.475,3.6,3.8
Bakery,Rooftop,7.0,2.771428571428572,0.21380899352993948,2.6,3.0,2.6,2.6,3.0
Bakery,Bulk Orders Accepted,1.0,3.7,,3.7,3.7,3.7,3.7,3.7
